Order_ID,Order_Date,Region,Sales_Channel,Customer_ID,Customer_Segment,Category,Product,Units_Sold,Unit_Price,Discount,Gross_Sales,Discount_Amount,Net_Sales,Cost,Profit
ORD107522,2023-04-02,South,Online,CUST2556,Consumer,Furniture,Chair,8,1314.58,0.05,10516.64,525.832,9990.807999999999,6943.38,3047.427999999999
ORD107523,2023-05-07,North,Offline,CUST1589,Consumer,Electronics,Laptop,5,890.52,0.15,4452.6,667.89,3784.7100000000005,2414.3,1370.4100000000003
ORD107524,2023-03-21,South,Online,CUST2244,Corporate,Electronics,Monitor,2,193.07,0.0,386.14,0.0,386.14,253.08,133.05999999999997
ORD107525,2023-08-26,South,Online,CUST2698,Corporate,Furniture,Bookshelf,10,1159.22,0.2,11592.2,2318.44,9273.76,5956.62,3317.1400000000003
ORD107526,2024-01-07,East,Online,CUST2521,Corporate,Furniture,Desk,1,561.56,0.2,561.56,112.312,449.24799999999993,331.11,118.13799999999992
ORD107527,2024-04-30,North,Offline,CUST3391,Home Office,Furniture,Cabinet,11,946.67,0.2,10413.369999999999,2082.674,8330.696,4768.79,3561.906
ORD107528,2024-11-24,South,Offline,CUST1906,Corporate,Office Supplies,Stapler,8,301.89,0.05,2415.12,120.756,2294.364,1533.41,760.954
ORD107529,2023-01-25,South,Online,CUST2651,Home Office,Furniture,Chair,8,249.3,0.1,1994.4,199.44000000000003,1794.96,1124.94,670.02
ORD107530,2023-06-05,North,Offline,CUST2118,Consumer,Office Supplies,Stapler,6,83.75,0.0,502.5,0.0,502.5,285.93,216.57
ORD107531,2024-05-31,South,Online,CUST4990,Home Office,Electronics,Headphones,5,475.11,0.1,2375.55,237.55500000000004,2137.9950000000003,1280.29,857.7050000000004
ORD107532,2024-09-23,West,Online,CUST4205,Consumer,Electronics,Mouse,5,897.73,0.1,4488.65,448.865,4039.785,2717.63,1322.1549999999997
ORD107533,2024-06-13,East,Offline,CUST2525,Consumer,Office Supplies,Stapler,6,481.57,0.2,2889.42,577.884,2311.536,1617.38,694.156
ORD107534,2024-12-10,North,Online,CUST1172,Corporate,Office Supplies,Paper,5,365.11,0.1,1825.5500000000002,182.55500000000004,1642.9950000000001,1071.71,571.2850000000001
ORD107535,2023-02-26,East,Online,CUST1626,Consumer,Office Supplies,Paper,2,1492.32,0.15,2984.64,447.69599999999997,2536.944,1652.95,883.9939999999999
ORD107536,2024-08-27,West,Online,CUST3046,Corporate,Electronics,Monitor,7,1498.27,0.1,10487.89,1048.789,9439.100999999999,6408.06,3031.0409999999983
ORD107537,2023-01-19,West,Offline,CUST4081,Corporate,Electronics,Monitor,4,909.4,0.1,3637.6,363.76,3273.84,1897.97,1375.8700000000001
ORD107538,2024-01-19,West,Online,CUST4883,Corporate,Furniture,Cabinet,7,488.77,0.2,3421.39,684.278,2737.112,1603.49,1133.622
ORD107539,2023-07-12,North,Online,CUST4844,Home Office,Furniture,Bookshelf,1,1293.14,0.1,1293.14,129.31400000000002,1163.826,863.39,300.43600000000004
ORD107540,2023-08-25,West,Online,CUST1682,Corporate,Electronics,Laptop,6,1106.5,0.05,6639.0,331.95000000000005,6307.05,4683.19,1623.8600000000006
ORD107541,2024-01-22,North,Online,CUST2345,Corporate,Furniture,Table,2,925.83,0.0,1851.66,0.0,1851.66,1305.82,545.8400000000001
ORD107542,2024-03-01,North,Offline,CUST4170,Consumer,Furniture,Bookshelf,3,1362.84,0.15,4088.5199999999995,613.2779999999999,3475.2419999999997,2460.82,1014.4219999999996
ORD107543,2023-10-04,South,Online,CUST4241,Home Office,Office Supplies,Marker,3,670.74,0.0,2012.22,0.0,2012.22,1144.21,868.01
ORD107544,2023-08-15,North,Online,CUST2984,Corporate,Electronics,Mouse,10,386.91,0.05,3869.1000000000004,193.45500000000004,3675.6450000000004,2294.09,1381.5550000000003
ORD107545,2024-07-05,West,Offline,CUST1311,Corporate,Office Supplies,Paper,1,1450.73,0.1,1450.73,145.073,1305.657,836.76,468.89699999999993
ORD107546,2023-11-19,North,Offline,CUST4802,Corporate,Electronics,Headphones,14,1291.07,0.2,18074.98,3614.996,14459.984,8367.4,6092.584000000001
ORD107547,2023-06-02,North,Offline,CUST3962,Consumer,Electronics,Mouse,5,1368.54,0.0,6842.7,0.0,6842.7,3796.82,3045.8799999999997
ORD107548,2024-09-30,East,Offline,CUST2936,Consumer,Office Supplies,Marker,13,1377.72,0.1,17910.36,1791.036,16119.324,9579.47,6539.854000000001
ORD107549,2023-08-25,West,Offline,CUST4415,Consumer,Electronics,Mouse,8,577.01,0.0,4616.08,0.0,4616.08,3431.16,1184.92
ORD107550,2023-02-24,North,Offline,CUST3478,Corporate,Office Supplies,Stapler,12,1291.91,0.1,15502.920000000002,1550.2920000000004,13952.628,10260.01,3692.6180000000004
ORD107551,2024-03-11,South,Online,CUST3906,Corporate,Office Supplies,Pen,14,1334.47,0.2,18682.58,3736.5160000000005,14946.064000000002,8916.9,6029.1640000000025
ORD107552,2024-11-14,North,Online,CUST2986,Corporate,Electronics,Monitor,8,823.64,0.05,6589.12,329.456,6259.664,4619.53,1640.134
ORD107553,2023-04-19,North,Offline,CUST4628,Corporate,Electronics,Headphones,10,939.76,0.0,9397.6,0.0,9397.6,5808.5,3589.1000000000004
ORD107554,2023-07-03,East,Online,CUST2524,Corporate,Office Supplies,Stapler,12,868.36,0.15,10420.32,1563.048,8857.271999999999,6212.56,2644.7119999999986
ORD107555,2024-01-03,West,Offline,CUST4845,Consumer,Furniture,Table,11,28.96,0.05,318.56,15.928,302.632,189.3,113.332
ORD107556,2023-07-17,West,Online,CUST1285,Corporate,Furniture,Chair,7,805.62,0.2,5639.34,1127.8680000000002,4511.472,2524.18,1987.292
ORD107557,2024-01-06,South,Offline,CUST4710,Home Office,Electronics,Headphones,7,61.57,0.15,430.99,64.6485,366.3415,272.22,94.12149999999997
ORD107558,2024-01-08,South,Offline,CUST2284,Corporate,Electronics,Mouse,8,679.36,0.1,5434.88,543.488,4891.392,2955.66,1935.732
ORD107559,2024-05-11,South,Online,CUST3543,Consumer,Furniture,Chair,13,73.3,0.0,952.9,0.0,952.9,534.26,418.64
ORD107560,2024-08-21,North,Offline,CUST1355,Corporate,Electronics,Monitor,8,685.76,0.15,5486.08,822.9119999999999,4663.168,3491.28,1171.8879999999995
ORD107561,2023-07-20,North,Online,CUST3262,Home Office,Electronics,Headphones,14,460.6,0.05,6448.400000000001,322.4200000000001,6125.9800000000005,4154.0,1971.9800000000005
ORD107562,2024-05-23,South,Offline,CUST3865,Corporate,Furniture,Table,5,1162.02,0.15,5810.1,871.515,4938.585,3156.4,1782.185
ORD107563,2023-11-18,West,Offline,CUST1200,Home Office,Electronics,Laptop,7,721.26,0.2,5048.82,1009.764,4039.0559999999996,2887.67,1151.3859999999995
ORD107564,2023-10-02,West,Online,CUST4308,Home Office,Furniture,Bookshelf,12,770.58,0.15,9246.960000000001,1387.044,7859.916000000001,5454.12,2405.796000000001
ORD107565,2023-07-30,South,Offline,CUST3901,Consumer,Furniture,Chair,2,1356.01,0.0,2712.02,0.0,2712.02,1723.35,988.6700000000001
ORD107566,2024-05-18,East,Online,CUST3184,Home Office,Furniture,Table,4,726.04,0.0,2904.16,0.0,2904.16,1683.41,1220.7499999999998
ORD107567,2023-04-28,West,Online,CUST2914,Corporate,Electronics,Headphones,6,238.78,0.1,1432.68,143.268,1289.412,880.14,409.27200000000005
ORD107568,2024-12-03,West,Online,CUST1948,Home Office,Office Supplies,Paper,11,173.3,0.15,1906.3000000000002,285.945,1620.3550000000002,1178.99,441.36500000000024
ORD107569,2024-07-07,South,Online,CUST3676,Corporate,Office Supplies,Paper,14,462.2,0.15,6470.8,970.62,5500.18,3592.66,1907.5200000000004
ORD107570,2023-02-11,West,Online,CUST1917,Corporate,Office Supplies,Marker,10,401.74,0.2,4017.4,803.48,3213.92,2126.96,1086.96
ORD107571,2023-11-11,North,Offline,CUST4739,Corporate,Electronics,Keyboard,14,1228.65,0.0,17201.100000000002,0.0,17201.100000000002,12369.04,4832.060000000001
ORD107572,2023-11-25,North,Offline,CUST4494,Corporate,Electronics,Monitor,3,1139.53,0.05,3418.59,170.92950000000002,3247.6605,2400.06,847.6005
ORD107573,2023-01-17,West,Online,CUST4973,Consumer,Electronics,Mouse,2,92.64,0.1,185.28,18.528000000000002,166.752,109.8,56.95200000000001
ORD107574,2023-10-10,North,Offline,CUST2365,Corporate,Electronics,Keyboard,12,305.49,0.15,3665.88,549.882,3115.998,1742.11,1373.8880000000001
ORD107575,2023-09-15,East,Online,CUST2853,Consumer,Office Supplies,Marker,1,675.99,0.1,675.99,67.599,608.391,353.16,255.23099999999994
ORD107576,2024-07-28,West,Offline,CUST4976,Home Office,Furniture,Desk,4,135.36,0.15,541.44,81.21600000000001,460.22400000000005,340.53,119.69400000000007
ORD107577,2024-07-27,South,Online,CUST1342,Corporate,Electronics,Laptop,2,253.5,0.15,507.0,76.05,430.95,308.82,122.13
ORD107578,2024-09-03,North,Offline,CUST4602,Home Office,Electronics,Mouse,14,1363.13,0.2,19083.82,3816.764,15267.056,10334.9,4932.156000000001
ORD107579,2023-01-19,East,Online,CUST1388,Consumer,Electronics,Headphones,3,814.09,0.15,2442.27,366.34049999999996,2075.9295,1336.44,739.4895000000001
ORD107580,2024-06-12,East,Offline,CUST1004,Corporate,Furniture,Cabinet,12,1195.99,0.1,14351.880000000001,1435.188,12916.692000000001,8165.56,4751.1320000000005
ORD107581,2024-02-27,North,Online,CUST1677,Corporate,Office Supplies,Marker,10,499.17,0.1,4991.7,499.17,4492.53,2510.53,1981.9999999999995
ORD107582,2024-04-10,East,Online,CUST2663,Consumer,Electronics,Monitor,11,565.31,0.2,6218.41,1243.682,4974.728,3600.69,1374.038
ORD107583,2024-01-08,West,Offline,CUST3447,Home Office,Office Supplies,Paper,11,1288.24,0.2,14170.64,2834.128,11336.511999999999,7082.34,4254.171999999999
ORD107584,2023-03-22,East,Online,CUST4494,Consumer,Electronics,Keyboard,11,987.49,0.1,10862.39,1086.239,9776.151,6391.5,3384.651
ORD107585,2024-07-04,North,Online,CUST3459,Home Office,Office Supplies,Stapler,6,1019.18,0.1,6115.08,611.508,5503.572,3619.21,1884.362
ORD107586,2024-07-01,East,Offline,CUST1213,Home Office,Electronics,Headphones,10,960.22,0.15,9602.2,1440.3300000000002,8161.870000000001,5858.02,2303.8500000000004
ORD107587,2024-02-28,North,Offline,CUST1560,Home Office,Office Supplies,Stapler,3,814.0,0.0,2442.0,0.0,2442.0,1439.34,1002.6600000000001
ORD107588,2024-03-04,North,Online,CUST1558,Corporate,Electronics,Headphones,3,1486.74,0.1,4460.22,446.02200000000005,4014.1980000000003,2589.17,1425.0280000000002
ORD107589,2024-01-23,East,Online,CUST3606,Consumer,Electronics,Mouse,4,1341.84,0.05,5367.36,268.368,5098.991999999999,3779.4,1319.5919999999992
ORD107590,2024-12-09,North,Online,CUST4120,Corporate,Office Supplies,Paper,3,1067.8,0.0,3203.3999999999996,0.0,3203.3999999999996,2216.7,986.6999999999998
ORD107591,2024-10-31,North,Online,CUST4259,Consumer,Office Supplies,Marker,6,1018.85,0.05,6113.1,305.65500000000003,5807.445000000001,3657.35,2150.0950000000007
ORD107592,2023-07-23,South,Offline,CUST3550,Home Office,Furniture,Chair,9,130.98,0.0,1178.82,0.0,1178.82,797.4,381.41999999999996
ORD107593,2023-07-15,West,Online,CUST4704,Corporate,Furniture,Desk,8,730.35,0.1,5842.8,584.2800000000001,5258.52,3510.62,1747.9000000000005
ORD107594,2024-12-28,North,Online,CUST3692,Corporate,Furniture,Table,2,746.53,0.2,1493.06,298.612,1194.4479999999999,787.18,407.2679999999999
ORD107595,2023-10-12,West,Offline,CUST2995,Corporate,Furniture,Desk,3,82.65,0.2,247.95000000000002,49.59,198.36,130.31,68.05000000000001
ORD107596,2023-07-15,South,Offline,CUST3579,Home Office,Office Supplies,Marker,8,1134.62,0.1,9076.96,907.6959999999999,8169.263999999999,5666.45,2502.8139999999994
ORD107597,2023-11-03,South,Online,CUST1953,Consumer,Furniture,Cabinet,3,7.94,0.0,23.82,0.0,23.82,17.3,6.52
ORD107598,2024-10-25,South,Offline,CUST3835,Home Office,Electronics,Headphones,5,640.69,0.1,3203.4500000000003,320.345,2883.1050000000005,1822.69,1060.4150000000004
ORD107599,2023-01-14,South,Offline,CUST1475,Corporate,Office Supplies,Marker,12,1355.36,0.0,16264.32,0.0,16264.32,12117.47,4146.85
ORD107600,2023-05-26,West,Offline,CUST2768,Corporate,Electronics,Monitor,11,513.84,0.1,5652.240000000001,565.224,5087.0160000000005,3207.82,1879.1960000000004
ORD107601,2023-02-26,East,Online,CUST1042,Home Office,Furniture,Cabinet,12,876.06,0.05,10512.72,525.636,9987.083999999999,6844.8,3142.2839999999987
ORD107602,2024-12-23,East,Online,CUST3652,Corporate,Furniture,Chair,12,465.39,0.1,5584.68,558.4680000000001,5026.212,3036.08,1990.1320000000005
ORD107603,2023-07-29,West,Online,CUST4333,Corporate,Furniture,Chair,9,272.58,0.0,2453.22,0.0,2453.22,1716.06,737.1599999999999
ORD107604,2024-06-12,North,Offline,CUST3096,Consumer,Office Supplies,Paper,2,1096.38,0.15,2192.76,328.91400000000004,1863.8460000000002,1169.87,693.9760000000003
ORD107605,2023-12-10,West,Online,CUST4993,Consumer,Electronics,Keyboard,9,310.83,0.2,2797.47,559.494,2237.9759999999997,1401.92,836.0559999999996
ORD107606,2024-12-15,North,Online,CUST2987,Consumer,Electronics,Mouse,10,112.93,0.15,1129.3000000000002,169.395,959.9050000000002,566.66,393.24500000000023
ORD107607,2024-09-02,North,Online,CUST4866,Consumer,Office Supplies,Marker,5,655.52,0.1,3277.6,327.76,2949.84,1663.61,1286.2300000000002
ORD107608,2023-10-06,East,Offline,CUST4658,Consumer,Furniture,Bookshelf,9,1064.77,0.0,9582.93,0.0,9582.93,5939.69,3643.2400000000007
ORD107609,2023-07-28,South,Online,CUST1728,Consumer,Furniture,Chair,4,872.11,0.2,3488.44,697.6880000000001,2790.752,1869.71,921.0419999999999
ORD107610,2024-10-02,East,Online,CUST4518,Corporate,Office Supplies,Notebook,8,370.39,0.1,2963.12,296.312,2666.808,1491.24,1175.568
ORD107611,2023-12-01,East,Online,CUST3269,Corporate,Electronics,Keyboard,8,1227.54,0.15,9820.32,1473.048,8347.271999999999,4909.27,3438.0019999999986
ORD107612,2023-10-15,West,Online,CUST2645,Consumer,Electronics,Monitor,3,150.15,0.2,450.45000000000005,90.09000000000002,360.36,215.86,144.5
ORD107613,2023-09-09,West,Offline,CUST4719,Home Office,Electronics,Monitor,5,1007.12,0.1,5035.6,503.56000000000006,4532.04,2662.57,1869.4699999999998
ORD107614,2023-09-22,North,Online,CUST1940,Consumer,Electronics,Laptop,10,911.98,0.2,9119.8,1823.96,7295.839999999999,4163.04,3132.7999999999993
ORD107615,2023-09-28,West,Online,CUST1343,Corporate,Furniture,Chair,1,1348.89,0.05,1348.89,67.4445,1281.4455,751.63,529.8155
ORD107616,2024-11-30,North,Offline,CUST4310,Home Office,Furniture,Bookshelf,13,792.76,0.2,10305.88,2061.176,8244.704,6077.25,2167.4539999999997
ORD107617,2024-02-23,North,Offline,CUST3203,Home Office,Office Supplies,Marker,6,1229.38,0.05,7376.280000000001,368.8140000000001,7007.466,4951.79,2055.6760000000004
ORD107618,2024-12-26,South,Offline,CUST3986,Home Office,Office Supplies,Marker,9,326.87,0.2,2941.83,588.366,2353.464,1728.01,625.454
ORD107619,2023-07-30,South,Offline,CUST1841,Corporate,Office Supplies,Marker,12,820.25,0.2,9843.0,1968.6000000000001,7874.4,5732.56,2141.8399999999992
ORD107620,2023-12-31,East,Offline,CUST3028,Home Office,Furniture,Table,14,801.28,0.2,11217.92,2243.5840000000003,8974.336,5654.46,3319.8759999999993
ORD107621,2023-03-17,South,Online,CUST4128,Corporate,Furniture,Desk,1,446.52,0.05,446.52,22.326,424.19399999999996,264.64,159.55399999999997
ORD107622,2024-10-21,North,Offline,CUST3435,Corporate,Furniture,Cabinet,2,12.6,0.1,25.2,2.52,22.68,16.0,6.68
ORD107623,2023-11-17,West,Offline,CUST1894,Consumer,Office Supplies,Notebook,14,1117.65,0.15,15647.100000000002,2347.065,13300.035000000002,9712.06,3587.975000000002
ORD107624,2024-12-25,South,Offline,CUST2933,Corporate,Furniture,Cabinet,7,598.03,0.2,4186.21,837.2420000000001,3348.968,2345.14,1003.828
ORD107625,2024-03-08,South,Online,CUST4782,Home Office,Electronics,Mouse,6,453.64,0.15,2721.84,408.276,2313.5640000000003,1541.5,772.0640000000003
ORD107626,2023-04-19,South,Online,CUST2339,Corporate,Furniture,Bookshelf,10,295.17,0.15,2951.7000000000003,442.75500000000005,2508.945,1659.46,849.4850000000001
ORD107627,2024-10-02,South,Online,CUST1038,Corporate,Electronics,Keyboard,11,1278.32,0.2,14061.519999999999,2812.304,11249.215999999999,7230.11,4019.105999999999
ORD107628,2024-06-05,North,Offline,CUST2365,Consumer,Electronics,Monitor,3,504.14,0.05,1512.42,75.62100000000001,1436.799,920.89,515.909
ORD107629,2023-02-16,North,Online,CUST1851,Consumer,Electronics,Keyboard,2,309.91,0.0,619.82,0.0,619.82,347.9,271.9200000000001
ORD107630,2024-01-14,East,Offline,CUST3777,Corporate,Furniture,Table,7,787.57,0.0,5512.990000000001,0.0,5512.990000000001,3269.66,2243.330000000001
ORD107631,2023-04-06,West,Offline,CUST1231,Corporate,Office Supplies,Paper,10,1173.87,0.0,11738.699999999999,0.0,11738.699999999999,6793.84,4944.859999999999
ORD107632,2023-04-13,East,Online,CUST3500,Corporate,Electronics,Keyboard,10,905.68,0.2,9056.8,1811.36,7245.44,4665.08,2580.3599999999997
ORD107633,2023-05-26,East,Online,CUST2366,Consumer,Electronics,Laptop,5,1440.49,0.15,7202.45,1080.3674999999998,6122.0825,3720.94,2401.1425000000004
ORD107634,2023-01-27,South,Online,CUST4525,Consumer,Furniture,Table,6,1435.37,0.0,8612.22,0.0,8612.22,5388.35,3223.869999999999
ORD107635,2024-06-13,West,Offline,CUST3305,Home Office,Furniture,Cabinet,9,1354.05,0.2,12186.449999999999,2437.29,9749.16,7256.27,2492.8899999999994
ORD107636,2024-11-09,South,Online,CUST3482,Home Office,Electronics,Mouse,13,849.91,0.2,11048.83,2209.766,8839.064,6212.77,2626.294
ORD107637,2023-03-23,North,Online,CUST1209,Home Office,Office Supplies,Stapler,7,1153.56,0.2,8074.92,1614.9840000000002,6459.936,3733.34,2726.5959999999995
ORD107638,2024-03-03,East,Online,CUST2225,Home Office,Furniture,Table,4,436.31,0.05,1745.24,87.262,1657.978,1180.17,477.808
ORD107639,2024-08-06,West,Online,CUST3185,Consumer,Electronics,Laptop,11,865.16,0.1,9516.76,951.676,8565.084,5468.32,3096.764000000001
ORD107640,2024-04-23,North,Online,CUST4712,Consumer,Office Supplies,Pen,9,104.41,0.05,939.6899999999999,46.9845,892.7054999999999,643.53,249.17549999999994
ORD107641,2023-06-11,East,Offline,CUST3613,Corporate,Furniture,Desk,3,398.83,0.15,1196.49,179.4735,1017.0165,713.89,303.12649999999996
ORD107642,2024-02-06,West,Offline,CUST3904,Home Office,Office Supplies,Paper,4,491.39,0.2,1965.56,393.112,1572.4479999999999,1027.95,544.4979999999998
ORD107643,2024-05-22,East,Online,CUST4466,Corporate,Electronics,Laptop,10,545.06,0.05,5450.599999999999,272.53,5178.07,3593.22,1584.85
ORD107644,2023-02-07,West,Offline,CUST4668,Corporate,Office Supplies,Paper,3,245.72,0.0,737.16,0.0,737.16,543.61,193.54999999999995
ORD107645,2024-05-25,East,Offline,CUST3769,Consumer,Electronics,Monitor,10,129.48,0.1,1294.8,129.48,1165.32,766.4,398.91999999999996
ORD107646,2024-01-28,South,Offline,CUST3893,Corporate,Furniture,Cabinet,11,869.66,0.2,9566.26,1913.2520000000002,7653.008,4437.26,3215.7479999999996
ORD107647,2024-12-13,East,Online,CUST4869,Corporate,Electronics,Headphones,12,739.53,0.05,8874.36,443.7180000000001,8430.642,5595.04,2835.602
ORD107648,2024-05-08,East,Offline,CUST3084,Consumer,Electronics,Monitor,3,878.88,0.0,2636.64,0.0,2636.64,1474.9,1161.7399999999998
ORD107649,2023-07-19,West,Online,CUST2239,Consumer,Furniture,Table,12,198.31,0.0,2379.7200000000003,0.0,2379.7200000000003,1524.82,854.9000000000003
ORD107650,2023-09-12,West,Offline,CUST3075,Consumer,Electronics,Monitor,1,1421.8,0.05,1421.8,71.09,1350.71,803.15,547.5600000000001
ORD107651,2023-06-28,South,Online,CUST4730,Consumer,Office Supplies,Notebook,5,622.96,0.05,3114.8,155.74,2959.0600000000004,2009.5,949.5600000000004
ORD107652,2024-06-30,West,Offline,CUST3066,Home Office,Furniture,Desk,4,676.96,0.15,2707.84,406.176,2301.664,1449.73,851.9340000000002
ORD107653,2024-08-16,East,Offline,CUST1630,Home Office,Office Supplies,Paper,11,822.71,0.2,9049.810000000001,1809.9620000000004,7239.848000000001,4727.15,2512.6980000000012
ORD107654,2024-01-24,West,Online,CUST4209,Home Office,Furniture,Table,9,1036.74,0.0,9330.66,0.0,9330.66,6795.97,2534.6899999999996
ORD107655,2024-02-02,West,Online,CUST1579,Corporate,Electronics,Headphones,4,580.36,0.15,2321.44,348.216,1973.2240000000002,1266.58,706.6440000000002
ORD107656,2023-06-07,West,Offline,CUST1903,Home Office,Office Supplies,Pen,3,219.01,0.0,657.03,0.0,657.03,492.42,164.60999999999996
ORD107657,2023-01-04,South,Online,CUST2850,Consumer,Furniture,Bookshelf,6,1175.77,0.05,7054.62,352.731,6701.889,3869.02,2832.869
ORD107658,2023-06-16,South,Online,CUST4023,Home Office,Office Supplies,Stapler,12,394.53,0.0,4734.36,0.0,4734.36,3415.67,1318.6899999999996
ORD107659,2024-04-12,North,Online,CUST2054,Consumer,Furniture,Table,12,667.09,0.0,8005.08,0.0,8005.08,4984.59,3020.49
ORD107660,2024-02-13,South,Online,CUST4145,Home Office,Furniture,Bookshelf,10,950.33,0.2,9503.300000000001,1900.6600000000003,7602.640000000001,5390.77,2211.870000000001
ORD107661,2024-02-16,South,Offline,CUST1123,Home Office,Office Supplies,Notebook,11,1448.22,0.05,15930.42,796.5210000000001,15133.899,9833.28,5300.618999999999
ORD107662,2023-07-23,South,Online,CUST1957,Consumer,Office Supplies,Stapler,5,55.21,0.0,276.05,0.0,276.05,180.71,95.34
ORD107663,2023-07-13,East,Offline,CUST2001,Consumer,Office Supplies,Paper,4,780.71,0.1,3122.84,312.28400000000005,2810.556,1845.39,965.1659999999999
ORD107664,2023-08-23,North,Offline,CUST1987,Corporate,Office Supplies,Paper,1,1404.51,0.15,1404.51,210.6765,1193.8335,714.31,479.5235
ORD107665,2024-12-18,East,Online,CUST2252,Corporate,Furniture,Bookshelf,11,386.44,0.0,4250.84,0.0,4250.84,2383.34,1867.5
ORD107666,2023-05-30,South,Online,CUST1338,Corporate,Office Supplies,Notebook,13,172.89,0.0,2247.5699999999997,0.0,2247.5699999999997,1529.84,717.7299999999998
ORD107667,2023-06-08,South,Online,CUST1991,Home Office,Office Supplies,Paper,3,897.28,0.15,2691.84,403.776,2288.0640000000003,1270.18,1017.8840000000002
ORD107668,2023-10-06,North,Online,CUST3321,Home Office,Office Supplies,Pen,14,232.53,0.0,3255.42,0.0,3255.42,2263.48,991.94
ORD107669,2024-02-08,North,Offline,CUST4830,Consumer,Office Supplies,Pen,13,1318.91,0.05,17145.83,857.2915000000002,16288.538500000002,10013.13,6275.408500000003
ORD107670,2024-11-08,West,Offline,CUST2461,Consumer,Office Supplies,Pen,13,1086.14,0.0,14119.820000000002,0.0,14119.820000000002,8884.33,5235.490000000002
ORD107671,2023-11-07,South,Online,CUST1902,Corporate,Office Supplies,Paper,4,185.93,0.05,743.72,37.186,706.534,494.98,211.55399999999997
ORD107672,2023-03-09,South,Offline,CUST3087,Consumer,Electronics,Keyboard,10,868.28,0.05,8682.8,434.14,8248.66,4785.71,3462.95
ORD107673,2024-04-07,East,Online,CUST4993,Home Office,Electronics,Mouse,11,45.54,0.05,500.94,25.047,475.893,323.56,152.33299999999997
ORD107674,2023-03-29,West,Offline,CUST3730,Consumer,Furniture,Chair,8,1268.53,0.15,10148.24,1522.2359999999999,8626.004,5732.25,2893.754000000001
ORD107675,2023-08-05,South,Offline,CUST1426,Consumer,Office Supplies,Pen,9,312.13,0.05,2809.17,140.45850000000002,2668.7115,1690.37,978.3415
ORD107676,2023-01-01,East,Offline,CUST3363,Consumer,Office Supplies,Stapler,14,1099.07,0.0,15386.98,0.0,15386.98,10388.07,4998.91
ORD107677,2023-05-15,North,Online,CUST1614,Consumer,Furniture,Chair,8,163.95,0.2,1311.6,262.32,1049.28,652.69,396.5899999999999
ORD107678,2024-11-27,East,Online,CUST4878,Consumer,Office Supplies,Notebook,9,711.27,0.05,6401.43,320.0715,6081.3585,3666.37,2414.9885000000004
ORD107679,2023-12-17,South,Offline,CUST4581,Corporate,Office Supplies,Stapler,10,1394.2,0.0,13942.0,0.0,13942.0,7917.27,6024.73
ORD107680,2023-05-20,East,Online,CUST4999,Corporate,Office Supplies,Marker,1,116.34,0.0,116.34,0.0,116.34,77.73,38.61
ORD107681,2024-09-09,East,Online,CUST3803,Home Office,Electronics,Mouse,11,446.58,0.1,4912.38,491.23800000000006,4421.142,3280.6,1140.542
ORD107682,2023-05-13,West,Offline,CUST3205,Corporate,Office Supplies,Notebook,1,1175.03,0.0,1175.03,0.0,1175.03,835.6,339.42999999999995
ORD107683,2024-09-11,West,Online,CUST1872,Consumer,Electronics,Headphones,14,697.73,0.1,9768.220000000001,976.8220000000001,8791.398000000001,5000.75,3790.648000000001
ORD107684,2023-06-27,North,Online,CUST3825,Corporate,Office Supplies,Marker,3,977.2,0.0,2931.6000000000004,0.0,2931.6000000000004,1741.05,1190.5500000000004
ORD107685,2023-12-24,West,Offline,CUST3305,Home Office,Office Supplies,Marker,13,1218.95,0.05,15846.35,792.3175000000001,15054.032500000001,10234.88,4819.152500000002
ORD107686,2024-01-15,East,Offline,CUST3000,Corporate,Furniture,Cabinet,4,1177.16,0.1,4708.64,470.86400000000003,4237.776,2332.51,1905.2659999999996
ORD107687,2024-10-19,West,Offline,CUST2894,Home Office,Furniture,Chair,2,596.08,0.1,1192.16,119.21600000000001,1072.944,710.95,361.9939999999999
ORD107688,2024-03-25,South,Offline,CUST3903,Home Office,Office Supplies,Marker,10,648.78,0.1,6487.799999999999,648.78,5839.0199999999995,4348.88,1490.1399999999994
ORD107689,2024-08-08,East,Online,CUST1635,Home Office,Office Supplies,Stapler,7,858.82,0.05,6011.740000000001,300.58700000000005,5711.153,3543.34,2167.813
ORD107690,2024-04-07,East,Online,CUST3504,Consumer,Office Supplies,Marker,9,188.53,0.2,1696.77,339.35400000000004,1357.416,989.16,368.256
ORD107691,2023-04-18,East,Offline,CUST3095,Home Office,Electronics,Mouse,11,1304.94,0.05,14354.34,717.7170000000001,13636.623,7794.2,5842.423
ORD107692,2023-05-02,South,Offline,CUST4404,Corporate,Office Supplies,Marker,6,144.76,0.2,868.56,173.712,694.848,388.63,306.21799999999996
ORD107693,2023-01-17,East,Online,CUST3058,Corporate,Furniture,Chair,4,281.3,0.05,1125.2,56.260000000000005,1068.94,662.17,406.7700000000001
ORD107694,2023-07-15,West,Online,CUST3192,Corporate,Electronics,Keyboard,6,1417.48,0.0,8504.880000000001,0.0,8504.880000000001,5662.2,2842.680000000001
ORD107695,2023-11-23,South,Online,CUST2455,Home Office,Office Supplies,Pen,1,426.35,0.05,426.35,21.317500000000003,405.0325,290.37,114.66250000000002
ORD107696,2023-11-14,East,Offline,CUST4883,Home Office,Electronics,Headphones,6,370.1,0.2,2220.6000000000004,444.1200000000001,1776.4800000000002,1042.93,733.5500000000002
